Frequency Rank	Italian	English
"45618"	"cavolfiore"	"cavolfiore: cauliflower"
"45752"	"proclamare"	"proclamare: issue, proclaim"
"45775"	"Capricorno"	"Capricorno: Capricorn"
"45794"	"pronipote"	"pronipote: second cousin
pronipote: greatgrandson
pronipote: grand‐nephew"
"45801"	"consueto"	"consueto: accustomed, customary, used to, usual, wonted"
"45891"	"invidiare"	"invidiare: envy"
"45912"	"lodare"	"lodare: commend, laud, praise"
"46342"	"incriminazione"	"incriminazione: accusal, accusation"
"46391"	"ubbidiente"	"ubbidiente: obedient"
"46411"	"riservare"	"riservare: reserve"
"46446"	"albicocca"	"albicocca: apricot"
"46519"	"pendere"	"pendere: droop, hang"
"46537"	"affisso"	"affisso: notice, placard, poster"
"46663"	"ripido"	"ripido: abrupt, steep"
"46927"	"salice"	"salice: willow"
"47127"	"dattilografa"	"dattilografa: stenotypist, female stenotypist"
"47132"	"Adone"	"Adone: Adonis"
"47413"	"curvo"	"curvo: bent, curved"
"47425"	"pianterreno"	"pianterreno: ground‐floor"
"47588"	"Giunone"	"Giunone: Juno"
"47658"	"bellino"	"bellino: pretty"
"47755"	"barbabietola"	"barbabietola: beet"
"47900"	"ampolla"	"ampolla: bulb"
"48134"	"millepiedi"	"millepiedi: centipede"
"48325"	"Ande"	"Ande: Andes"
"48442"	"snello"	"snello: agile"
"48590"	"bagnarsi"	"bagnarsi: bathe, have a bath"
"48626"	"innaffiare"	"innaffiare: irrigate, water"
"48665"	"fabbisogno"	"fabbisogno: need, want"
"48724"	"appoggiarsi"	"appoggiarsi: lean"
"48794"	"bazar"	"bazar: bazaar, fair, market"
"48930"	"assalire"	"assalire: assault, violate"
"49379"	"bacca"	"bacca: berry
bacca: blueberry"
"49428"	"poggiare"	"poggiare: abet, support, sustain"
"49716"	"gelare"	"gelare: freeze"
"49907"	"tingere"	"tingere: paint"
"50077"	"Canarie"	"Canarie: Canary Islands"
"50096"	"cetriolino"	"cetriolino: gherkin"
"50148"	"Anversa"	"Anversa: Antwerp"
"50151"	"ambientarsi"	"ambientarsi: become accustomed"
"50157"	"Eolo"	"Eolo: Aeolus"
"50440"	"ansietà"	"ansietà: anxiety"
"50449"	"sbadiglio"	"sbadiglio: yawn"
"50553"	"usuale"	"usuale: accustomed, customary, used to, usual, wonted"
"50566"	"arachide"	"arachide: peanut"
"50626"	"barometro"	"barometro: barometer"
"50920"	"animare"	"animare: animate"
"50952"	"pettinare"	"pettinare: comb"
"51174"	"palpebra"	"palpebra: eyelid"
"51409"	"sbocco"	"sbocco: market, sales activity"
"51590"	"paesello"	"paesello: hamlet, township"
"51740"	"carciofo"	"carciofo: artichoke"
"52035"	"Machiavelli"	"Machiavelli: Machiavelli"
"52041"	"dio"	"dio: god"
"52133"	"discendere"	"discendere: accrue, come, derive, originate, result"
"52203"	"errare"	"errare: err, make a mistake"
"52233"	"frassino"	"frassino: ash"
"52549"	"arciduca"	"arciduca: archduke"
"52649"	"sordomuto"	"sordomuto: deaf and dumb"
"52662"	"baluardo"	"baluardo: bastion"
"52757"	"ricompensare"	"ricompensare: compensate, reward"
"52812"	"adultero"	"adultero: adulterous
adultero: adulterer"
"53037"	"levar"	"levar: sunrise"
"53043"	"eguale"	"eguale: equal, even, level"
"53234"	"covare"	"covare: incubate, sit"
"53346"	"picchiarsi"	"picchiarsi: be at loggerheads, tussle
picchiarsi: fight"
"53496"	"coricarsi"	"coricarsi: go to bed"
"53612"	"dubbioso"	"dubbioso: doubtful"
"53671"	"Andalusia"	"Andalusia: Andalusia"
"53754"	"scolaro"	"scolaro: pupil, scholar"
"53771"	"servizievole"	"servizievole: accommodating, helpful"
"53868"	"despota"	"despota: despot"
"53888"	"galoppare"	"galoppare: gallop"
"53891"	"lesto"	"lesto: adroit, clever, dexterous, skillful"
"53942"	"pioppo"	"pioppo: poplar"
"54042"	"praticabile"	"praticabile: passable, practicable"
"54241"	"appuntato"	"appuntato: pointed, spiked"
"54245"	"giovare"	"giovare: avail"
"54363"	"inezia"	"inezia: trifle"
"54599"	"sovente"	"sovente: frequently, often, regularly"
"54735"	"ammirabile"	"ammirabile: admirable"
"54766"	"mercanteggiare"	"mercanteggiare: bargain, haggle"
"54803"	"automa"	"automa: automoton"
"55078"	"fiaccola"	"fiaccola: torch"
"55314"	"salasso"	"salasso: bleeding, blood‐letting"
"55324"	"ecclesiastico"	"ecclesiastico: clergyman"
"55881"	"persiana"	"persiana: roller‐blind"
"55889"	"ritardatario"	"ritardatario: laggard, straggler"
"55957"	"bastione"	"bastione: bastion"
"55981"	"ribes"	"ribes: gooseberry
ribes: currant"
"56022"	"eguaglianza"	"eguaglianza: draw, equality"
"56299"	"macinare"	"macinare: grind, pulverize"
"56311"	"zodiaco"	"zodiaco: zodiac"
"56503"	"illustrazione"	"illustrazione: image, picture"
"56787"	"camposanto"	"camposanto: cemetery, God's acre, graveyard"
"56849"	"detestare"	"detestare: abhor, abominate, loathe"
"56909"	"Lettonia"	"Lettonia: Latvia"
"56919"	"Ardenne"	"Ardenne: Ardennes"
"56985"	"erudito"	"erudito: scholar"
"56991"	"rimborsabile"	"rimborsabile: redeemable, repayable"
"57252"	"spazzolare"	"spazzolare: brush"
"57262"	"arbusto"	"arbusto: bush, shrub"
"57636"	"convenire"	"convenire: befit, be fitting
convenire: agree"
"57700"	"Terranova"	"Terranova: Newfoundland"
"57744"	"luccio"	"luccio: pike"
"57866"	"castagna"	"castagna: chestnut, horse‐chestnut"
"58361"	"preservazione"	"preservazione: conservation, maintenance, preservation, retention"
"58367"	"Baltico"	"Baltico: Baltic Sea"
"58725"	"rigettare"	"rigettare: reject"
"58961"	"cipollina"	"cipollina: chive"
"59160"	"serrare"	"serrare: press, oppress, squeeze
serrare: lock"
"59482"	"abaco"	"abaco: abacus"
"59505"	"disintegrazione"	"disintegrazione: fission"
"60019"	"dentatura"	"dentatura: teeth"
"60160"	"chiglia"	"chiglia: keel"
"60884"	"pernice"	"pernice: partridge"
"60914"	"antisettico"	"antisettico: antiseptic"
"60944"	"smussato"	"smussato: blunt
smussato: dull, obtuse"
"60979"	"noncurante"	"noncurante: careless, negligent"
"60993"	"betulla"	"betulla: birch"
"61002"	"Antartico"	"Antartico: Antarctic
Antartico: the Antarctic"
"61057"	"durevole"	"durevole: abiding, lasting"
"61572"	"dissoluto"	"dissoluto: lawless, licentious, riotous"
"61896"	"ortica"	"ortica: nettle"
"62049"	"Lituania"	"Lituania: Lithuania"
"62217"	"sgretolarsi"	"sgretolarsi: crumble, crumble away, crumble off"
"63249"	"pescecane"	"pescecane: shark"
"63531"	"infettivo"	"infettivo: catching, contagious, infectious"
"63649"	"accumulatore"	"accumulatore: accumulator, battery, storage battery"
"64078"	"scomunica"	"scomunica: anathema, ban, excommunication"
"64232"	"Antille"	"Antille: Antilles"
"64923"	"spigolo"	"spigolo: mountain ridge"
"65015"	"sottoprodotto"	"sottoprodotto: waste product"
"65051"	"castagno"	"castagno: chestnut‐tree"
"65186"	"confetto"	"confetto: bonbon, bon‐bon"
"65219"	"destinare"	"destinare: destine, earmark, ordain"
"65474"	"ventilare"	"ventilare: aerate, air out, give an airing, ventilate"
"65727"	"alcova"	"alcova: alcove, recess"
"66366"	"proporzionale"	"proporzionale: proportional"
"66671"	"tettoia"	"tettoia: penthouse, shed"
"66886"	"disapprovare"	"disapprovare: condemn, disapprove, disapprove of, rebuke"
"67064"	"Castiglia"	"Castiglia: Castile"
"67318"	"impaurire"	"impaurire: deter, discourage, scare"
"67622"	"sbarrare"	"sbarrare: bar, obstruct"
"67693"	"Assisi"	"Assisi: Assisi"
"67838"	"assioma"	"assioma: axiom"
"67915"	"blusa"	"blusa: blouse"
"67932"	"circondario"	"circondario: district
circondario: neighbourhood, quarter"
"67943"	"chiocciola"	"chiocciola: snail
chiocciola: atpersand, commercial‐at sign"
"68986"	"buongíorno"	"buongiorno: good morning
buongiorno: good day"
"69020"	"vongola"	"vongola: mussel"
"69080"	"duellare"	"duellare: be at loggerheads, tussle
duellare: fight"
"70128"	"autorimessa"	"autorimessa: garage"
"70449"	"tassare"	"tassare: tax"
"70466"	"affaticare"	"affaticare: fag out, fatigue, jade, overdrive, override, tire out"
"70747"	"antracite"	"antracite: anthracite"
"70957"	"asserzione"	"asserzione: contention, assertion"
"70991"	"Gerico"	"Gerico: Jericho"
"71705"	"aggiustamento"	"aggiustamento: accommodation"
"71770"	"alludere"	"alludere: allude, hint"
"71989"	"Cerbero"	"Cerbero: Cerberus"
"72165"	"olivo"	"olivo: olive‐tree"
"72387"	"succinto"	"succinto: concise"
"72815"	"lagnarsi"	"lagnarsi: complain"
"72887"	"Livorno"	"Livorno: Leghorn"
"73164"	"trito"	"trito: hackneyed
trito: hard‐worked, stale, trite, worn‐out"
"73620"	"imboccatura"	"imboccatura: mouth"
"73672"	"Anatolia"	"Anatolia: Anatolia, Asia Minor"
"73758"	"guanciale"	"guanciale: pillow"
"73805"	"supino"	"supino: backward, on one's back
supino: backwards"
"73838"	"abrogare"	"abrogare: abolish, abrogate"
"73881"	"cappotta"	"cappotta: bonnet, hood"
"73930"	"ravanello"	"ravanello: radish"
"73951"	"opprimere"	"opprimere: suppress"
"74195"	"tuonare"	"tuonare: thunder"
"74540"	"capocuoco"	"capocuoco: chef"
"74559"	"dazio"	"dazio: excise, excise‐duty"
"74908"	"castigare"	"castigare: punish"
"75947"	"apicoltore"	"apicoltore: apiarist, bee‐keeper, bee‐master"
"76452"	"sbadigliare"	"sbadigliare: yawn"
"77219"	"antologia"	"antologia: anthology"
"77733"	"esule"	"esule: exile"
"78026"	"laborioso"	"laborioso: active, hardworking"
"78037"	"lapis"	"lapis: pencil"
"78147"	"sintonizzare"	"sintonizzare: tune"
"78383"	"ripugnanza"	"ripugnanza: aversion, dislike
ripugnanza: disgust, nausea"
"78614"	"anatema"	"anatema: anathema, ban, excommunication"
"78782"	"pianola"	"pianola: keyboard"
"79130"	"rione"	"rione: back street, slum"
"79405"	"Abissinia"	"Abissinia: Abyssinia"
"79447"	"consorti"	"consorti: couple, married people"
"79693"	"apoplessia"	"apoplessia: fit, apoplectic fit, seizure, stroke, stroke of apoplexy"
"80326"	"remo"	"remo: handlebars, helm, rudder"
"80931"	"dimorare"	"dimorare: dwell, live"
"81527"	"anitra"	"anitra: duck"
"81967"	"delimitare"	"delimitare: mark out, trace, trace out"
"82031"	"lusingare"	"lusingare: flatter"
"82350"	"bramoso"	"bramoso: acquisitive, eager, greedy"
"82735"	"tappezzare"	"tappezzare: paper"
"82744"	"acino"	"acino: grape"
"82816"	"asserire"	"asserire: assert, state"
"82965"	"anemone"	"anemone: anemone"
"82974"	"sprezzo"	"sprezzo: contempt"
"83032"	"foco"	"foco: focus"
"83669"	"dattero"	"dattero: date"
"83963"	"epopea"	"epopea: epic poem"
"84023"	"distillare"	"distillare: distil"
"84031"	"modista"	"modista: milliner"
"84275"	"spronare"	"spronare: abet, excite, incite, provoke, rouse, stimulate, stir up"
"84349"	"faggio"	"faggio: beech"
"84535"	"mensilmente"	"mensilmente: monthly"
"84738"	"smercio"	"smercio: demand, sale"
"84793"	"ateniese"	"ateniese: Athenian"
"84876"	"annessione"	"annessione: annexation"
"84888"	"datare"	"datare: date"
"84974"	"raffreddarsi"	"raffreddarsi: get cold"
"84985"	"mezzodì"	"mezzodì: midday, noon"
"85329"	"dabbasso"	"dabbasso: below, underneath"
"85513"	"Lapponia"	"Lapponia: Lapland"
"85717"	"sbalordire"	"sbalordire: amaze"
"85988"	"secrezione"	"secrezione: secretion"
"86013"	"calunniare"	"calunniare: slander"
"86529"	"gengiva"	"gengiva: gum"
"86786"	"giuoco"	"giuoco: game"
"86959"	"spiga"	"spiga: ear"
"87332"	"deliberazione"	"deliberazione: decision, judgement"
"87804"	"Aiace"	"Aiace: Ajax"
"88876"	"portalettere"	"portalettere: postman"
"89057"	"squama"	"squama: scale"
"89125"	"appiccicaticcio"	"appiccicaticcio: sticky"
"89507"	"acciuga"	"acciuga: anchovy"
"90437"	"spengere"	"spengere: extinguish, put out"
"90554"	"bruno"	"bruno: brown"
"90762"	"disimparare"	"disimparare: unlearn"
"90930"	"Nabucodonosor"	"Nabucodonosor: Nebuchadnezzar"
"90976"	"gelso"	"gelso: mulberry‐tree"
"91729"	"annegarsi"	"annegarsi: drown"
"92413"	"orinare"	"orinare: urinate"
"92746"	"traduzione"	"traduzione: translation"
"92822"	"postulante"	"postulante: applicant, petitioner"
"92950"	"abrogazione"	"abrogazione: abolition, abrogation"
"93443"	"accumulazione"	"accumulazione: accumulation
accumulazione: assembly"
"94254"	"ciuco"	"ciuco: ass, donkey"
"95403"	"ragguardevole"	"ragguardevole: considerable, sizable"
"95412"	"annualmente"	"annualmente: yearly"
"96413"	"suffisso"	"suffisso: extension, suffix"
"97040"	"fecondo"	"fecondo: fertile
fecondo: fruitful"
"97902"	"ammortizzare"	"ammortizzare: amortize, deaden"
"99014"	"affezione"	"affezione: affection"
"99096"	"accomodamento"	"accomodamento: accommodation, adjustment, arrangement
accomodamento: accord, agreement"
"99201"	"ontano"	"ontano: alder"
"100106"	"mangiabile"	"mangiabile: edible"
"100929"	"Renania"	"Renania: Rhineland"
"101138"	"Appennini"	"Appennini: Apennines"
"101526"	"mezzadro"	"mezzadro: farmer"
"101817"	"cipresso"	"cipresso: cypres"
"102116"	"smarrirsi"	"smarrirsi: go astray, stray off"
"102213"	"arieggiare"	"arieggiare: aerate, air out, give an airing, ventilate"
"102370"	"operoso"	"operoso: active"
"103167"	"indivia"	"indivia: endive"
"103319"	"allume"	"allume: alum"
"103886"	"andaluso"	"andaluso: Andalusian"
"104690"	"assediare"	"assediare: besiege"
"104785"	"avverbio"	"avverbio: adverb"
"105766"	"participio"	"participio: participle"
"105840"	"muggire"	"muggire: howl, roar"
"106534"	"Andorra"	"Andorra: Andorra"
"106709"	"esortazione"	"esortazione: admonition, exhortation"
"106977"	"uditorio"	"uditorio: audience, auditory"
"107026"	"iniziatore"	"iniziatore: pioneer"
"107100"	"aculeo"	"aculeo: sting"
"107912"	"irato"	"irato: angry, cross"
"108343"	"benevole"	"benevole: affable, friendly, good‐natured, kind"
"108349"	"apicoltura"	"apicoltura: bee‐keeping"
"108461"	"angoscioso"	"angoscioso: afraid
angoscioso: timid"
"110211"	"deperire"	"deperire: decline, go back, fall off"
"110519"	"settimanalmente"	"settimanalmente: weekly"
"111392"	"belare"	"belare: bleat"
"111694"	"portabile"	"portabile: portable"
"112906"	"affettazione"	"affettazione: affectation"
"113814"	"asparago"	"asparago: asparagus"
"114719"	"nuvolo"	"nuvolo: cloud"
"115951"	"diciasette"	"diciasette: seventeen"
"116617"	"agro"	"agro: acetous, acid, sour, tart"
"117291"	"appiccicare"	"appiccicare: glue, stick"
"117898"	"figliuola"	"figliuola: daughter"
"118234"	"Assiria"	"Assiria: Assyria"
"120674"	"insudiciare"	"insudiciare: soil"
"120977"	"maldicenza"	"maldicenza: backbiting, scandal, slander"
"122154"	"congiungere"	"congiungere: join, unite"
"122455"	"abdicazione"	"abdicazione: abdication"
"122913"	"affrancatura"	"affrancatura: postage"
"124155"	"scremare"	"scremare: cream, skim"
"128361"	"spicciole"	"spicciole: change"
"128653"	"concimare"	"concimare: fertilize"
"130848"	"licenzioso"	"licenzioso: lawless, licentious, riotous"
"131893"	"multare"	"multare: fine"
"131921"	"disputare"	"disputare: challenge, question"
"133088"	"Guascogna"	"Guascogna: Gascony"
"133520"	"supplicante"	"supplicante: applicant, petitioner"
"135665"	"lagrima"	"lagrima: tear"
"136631"	"affrancare"	"affrancare: prepay, put on stamps"
"136858"	"Catone"	"Catone: Cato"
"136922"	"pialla"	"pialla: plane"
"144556"	"biasimevole"	"biasimevole: blameworthy, censurable, condemnable, objectionable"
"146027"	"parentado"	"parentado: relations, relatives
parentado: affiliation, blood‐relationship, affinity, relationship"
"147661"	"arnia"	"arnia: beehive"
"147869"	"dirimpetto"	"dirimpetto: opposite"
"149736"	"rivenire"	"rivenire: come back, return"
"150206"	"Venecia"	"Venecia: Venice"
"156114"	"forestiere"	"forestiere: foreigner"
"158435"	"assiro"	"assiro: Assyrian"
"158526"	"traspirare"	"traspirare: sweat"
"159705"	"acclamare"	"acclamare: acclaim, applaud"
"159826"	"ciclomotore"	"ciclomotore: moped"
"160999"	"Uníone"	"Unione: European Union"
"163539"	"abissino"	"abissino: Abyssinian"
"163928"	"badia"	"badia: abbey"
"164283"	"tassabile"	"tassabile: subject to tax"
"165826"	"bigio"	"bigio: grey"
"166933"	"angolano"	"angolano: Angolan
angolano: Angolese"
"167489"	"esiliare"	"esiliare: exile"
"168786"	"logorare"	"logorare: use up, wear out"
"168983"	"arrischiare"	"arrischiare: hazard, risk, venture"
"169002"	"alice"	"alice: anchovy"
"169305"	"Orcadi"	"Orcadi: Orkney Islands, Orkneys"
"169392"	"lenticchia"	"lenticchia: lentil"
"170029"	"sconsigliare"	"sconsigliare: advise against, dissuade from"
"172465"	"annunziare"	"annunziare: advertise, announce, give notice"
"176349"	"retroterra"	"retroterra: hinterland"
"177659"	"debilitare"	"debilitare: weaken"
"178059"	"acquaforte"	"acquaforte: etching"
"181866"	"Iugoslavia"	"Iugoslavia: Yugoslavia"
"183073"	"spaventevole"	"spaventevole: deterrent, forbidding"
"188148"	"ministero"	"ministero: ministry"
"188951"	"rilegare"	"rilegare: bind"
"189069"	"amicale"	"amicale: friendly"
"191946"	"pallottoliere"	"pallottoliere: abacus, ball‐frame, counting‐frame"
"193067"	"congresso"	"congresso: congress, convention"
"193569"	"risa"	"risa: laughter"
"196883"	"legume"	"legume: vegetable"
"198562"	"marína"	"marina: navy"
"199485"	"Apocalísse"	"Apocalisse: Apocalypse"
"203400"	"Alasca"	"Alasca: Alaska"
"203843"	"mosca"	"mosca: fly, housefly"
"205239"	"titubare"	"titubare: hesitate
titubare: waver"
"208062"	"Aquisgrana"	"Aquisgrana: Aix‐la‐Chapelle"
"208984"	"accademía"	"accademia: academy"
"211984"	"contribuzione"	"contribuzione: tax"
"212402"	"alcoolico"	"alcoolico: alcoholic"
"213258"	"accoglimento"	"accoglimento: acceptance, admission"
"213469"	"aerare"	"aerare: aerate, air out, give an airing, ventilate"
"214438"	"ammortizzamento"	"ammortizzamento: redemption"
"216074"	"Dalmazia"	"Dalmazia: Dalmatia"
"217011"	"buonaserà"	"buonasera: good evening"
"218356"	"fendere"	"fendere: split"
"222042"	"autocrate"	"autocrate: absolute ruler, autocrat"
"222474"	"felicitare"	"felicitare: congratulate"
"222517"	"apicultura"	"apicultura: bee‐keeping"
"222916"	"repubblicà"	"repubblica: republic"
"225869"	"rincresceré"	"rincrescere: be sorry about, regret"
"231114"	"concernere"	"concernere: about, concerning
concernere: concern"
"239771"	"fagiuolo"	"fagiuolo: haricot"
"244800"	"cedola"	"cedola: coupon"
"245666"	"ogetto"	"ogetto: article, object, thing"
"252735"	"teritorio"	"teritorio: territory"
"257419"	"particulare"	"particulare: private"
"259812"	"lima"	"lima: file"
"267937"	"cricco"	"cricco: jack"
"277030"	"Istria"	"Istria: Istria"
"277062"	"librario"	"librario: bookseller"
"278894"	"salcio"	"salcio: willow"
"282541"	"pattuire"	"pattuire: agree"
"282700"	"compitare"	"compitare: spell"
"286994"	"trebbiare"	"trebbiare: thresh"
"294255"	"Maré"	"Mare: Arabian Sea"
"306992"	"granchiolino"	"granchiolino: prawn"
"313441"	"aurora"	"aurora: aurora, dawn"
"319349"	"maritarsi"	"maritarsi: marry, be married, get married"
"326062"	"vangelò"	"vangelo: gospel"
"326711"	"barbaforte"	"barbaforte: horse‐radish, horseradish"
"328291"	"privado"	"privado: private"
"336397"	"catedrale"	"catedrale: cathedral"
"343372"	"Azerbaigian"	"Azerbaigian: Azerbaijan"
"346306"	"ammogliarsi"	"ammogliarsi: marry, be married, get married"
"372236"	"gavitello"	"gavitello: beacon"
"387343"	"curvarsi"	"curvarsi: stoop
curvarsi: bend"
"391979"	"spossare"	"spossare: fag out, jade, overdrive, override"
"419099"	"subitaneo"	"subitaneo: abrupt, sudden"
"425442"	"pierra"	"pierra: stone"
"430887"	"anticongelante"	"anticongelante: antifreeze"
"454134"	"dapprincipio"	"dapprincipio: at first, at the outset, in the beginning"
"456238"	"secchia"	"secchia: bucket, pail"
"463337"	"capoverso"	"capoverso: paragraph"
"467216"	"ribassare"	"ribassare: go down"
"467886"	"apprestare"	"apprestare: finish, prepare"
"476561"	"esserer"	"esserer: accede, agree, consent"
"483554"	"sonare"	"sonare: sound"
"499185"	"vespa"	"vespa: wasp"
"502100"	"uffizio"	"uffizio: service, worship service"
"511402"	"Assunzionè"	"Assunzione: Assumption"
"512641"	"indirizzario"	"indirizzario: address list"
